,Address,Size,Rooms,Floor,Total floors,Price (eur),Price per m2 (eur/m2),Type,Date,Advertiser
3866,Beograd Opština Savski venac Dedinje  ,117,3.0,I,4,235000,2009,Standard,09.02.2021.,Agencija
3867,Beograd Opština Zvezdara Vukov Spomenik Marka Oreškovića-Zvezdara ,37,2.0,I,1,78900,2132,Standard,12.02.2021.,Agencija
3868,Beograd Opština Vračar Čubura Novopazarska ,37,1.5,I,4,98500,2662,Standard,12.02.2021.,Agencija
3869,Beograd Opština Voždovac Lekino brdo Vidska ,43,2.0,III,5,86000,2000,Standard,12.02.2021.,Agencija
3870,Beograd Opština Voždovac Autokomanda ,49,2.0,PR,3,96000,1959,Standard,27.01.2021.,Agencija
3871,Beograd Opština Palilula Centar Draže Pavlovića ,82,2.5,VPR,4,170000,2073,Standard,05.02.2021.,Agencija
3872,Beograd Opština Novi Beograd Blok 29 Bulevar Arsenija Čarnojevića ,93,3.0,V,6,220000,2366,Standard,12.02.2021.,Agencija
3873,Beograd Opština Voždovac Medaković 2 Radovana Simica Cige ,68,2.5,III,9,82000,1206,Standard,12.02.2021.,Agencija
3874,Beograd Opština Stari grad Skupština Palmotićeva ,74,3.0,VPR,6,195000,2635,Standard,12.02.2021.,Agencija
3875,Beograd Opština Voždovac Autokomanda Borisavljevićeva ,26,1.0,PR,1,33000,1269,Standard,12.02.2021.,Agencija
3876,Beograd Opština Zvezdara Lion Despota Olivera ,62,2.5,X,15,137000,2210,Standard,03.02.2021.,Agencija
3877,Beograd Opština Zemun Retenzija Jovana Miodragovića ,44,2.5,X,10,75000,1705,Standard,12.02.2021.,Agencija
3878,Beograd Opština Rakovica Vidikovačka padina Prvoboraca ,40,1.5,I,4,45000,1125,Standard,12.02.2021.,Agencija
3879,Beograd Opština Zvezdara Zvezdarska padina Živka Davidovića 81-85 ,6086,2.5,V,5,118085,1940,Standard,12.02.2021.,Investitor
3880,Beograd Opština Novi Beograd Stari Merkator General Ždanova ,54,2.0,,,78000,1444,Standard,12.02.2021.,Agencija
3881,Beograd Opština Novi Beograd Dr Ivana Ribara Mileve Marić Ajnštajn ,34,1.5,VPR,7,68500,2015,Standard,12.02.2021.,Agencija
3882,Beograd Opština Novi Beograd Blok 44 (TC Piramida) Gandijeva ,24,0.5,VPR,7,50000,2083,Standard,12.02.2021.,Agencija
3883,Beograd Opština Palilula Profesorska kolonija Ljubomira Stojanovića ,36,1.5,V,5,67000,1861,Standard,12.02.2021.,Agencija
3884,Beograd Opština Voždovac Medaković padina Dukatska ,92,2.0,VPR,1,115000,1250,Standard,12.02.2021.,Agencija
3885,Beograd Opština Savski venac Svetozara Markovića Maksima Gorkog ,91,3.0,I,2,155000,1703,Standard,12.02.2021.,Agencija
3886,Beograd Opština Zvezdara Vukov Spomenik Dimitrija Tucovića ,55,2.0,IV,7,125000,2273,Standard,12.02.2021.,Agencija
3887,Beograd Opština Čukarica Banovo brdo Rajka od Rasine ,102,3.5,II,4,240000,2353,Standard,12.02.2021.,Agencija
3888,Beograd Opština Savski venac Ekonomski fakultet Karađorđeva-Savski venac ,100,4.0,II,5,180000,1800,Standard,12.02.2021.,Agencija
3889,Beograd Opština Palilula Hala Pionir Bulevar despota Stefana ,89,4.0,V,6,180000,2022,Standard,12.02.2021.,Agencija
3890,Beograd Opština Vračar Slavija Smiljanićeva ,27,0.5,VPR,4,65000,2407,Standard,12.02.2021.,Vlasnik
3891,Beograd Opština Vračar Kalenić pijaca Mlatišumina ,88,3.5,I,5,220000,2500,Standard,12.02.2021.,Vlasnik
3892,Beograd Opština Vračar Kalenić pijaca Mlatišumina ,59,2.5,VPR,5,135000,2288,Standard,12.02.2021.,Vlasnik
3893,Beograd Opština Vračar Kalenić pijaca Mlatišumina ,147,5,I,5,355000,2415,Standard,12.02.2021.,Vlasnik
3894,Beograd Opština Novi Beograd Blok 62 Jurija Gagarina ,73,2.5,III,4,109500,1500,Standard,12.02.2021.,Vlasnik
3895,Beograd Opština Čukarica Cerak vinogradi Borova ,95,4.0,III,4,135000,1421,Standard,12.02.2021.,Agencija
3896,Beograd Opština Voždovac Lekino brdo Anastasa Jovanovića ,68,2.0,I,6,124500,1831,Standard,12.02.2021.,Agencija
3897,Beograd Opština Vračar Gospodara Vučića Anastasa Jovanovića  ,68,2.0,I,6,124500,1831,Standard,12.02.2021.,Agencija
3898,Beograd Opština Zemun Zemun polje Burgerovih ,95,4.0,II,2,69000,726,Standard,30.01.2021.,Agencija
3899,Beograd Opština Voždovac Dušanovac Danijelova ,178,5,,,350000,1966,Standard,09.02.2021.,Agencija
3900,Beograd Opština Barajevo Barajevo (mesto) Carice Milice ,75,2.5,III,4,38000,507,Standard,29.01.2021.,Agencija
3901,Beograd Opština Zvezdara Đeram pijaca Đakovačka ,71,3.0,VPR,5,130000,1831,Standard,30.01.2021.,Agencija
3902,Beograd Opština Palilula Profesorska kolonija Braće Grim ,99,4.0,IV,4,124000,1253,Standard,29.01.2021.,Agencija
3903,Beograd Opština Zvezdara Denkova bašta Mine Vukmanović ,106,5,VPR,4,135000,1274,Standard,12.02.2021.,Agencija
3904,Beograd Opština Zvezdara Bulevar kralja Aleksandra Bulevar kralja Aleksandra  ,60,2.0,PR,1,67000,1117,Standard,12.02.2021.,Agencija
3905,Beograd Opština Voždovac Voždovačka crkva Vovode Stepe ,56,2.0,IV,5,89900,1605,Standard,19.01.2021.,Agencija
3906,Beograd Opština Novi Beograd Paviljoni Radoja Dakića ,49,2.0,VPR,5,76000,1551,Standard,21.01.2021.,Agencija
3907,Beograd Opština Voždovac Autokomanda ,20,0.5,II,4,45000,2250,Standard,23.01.2021.,Agencija
3908,Beograd Opština Zvezdara Gradska bolnica ,74,3.0,,,115000,1554,Standard,03.02.2021.,Agencija
3909,Beograd Opština Zvezdara Lipov lad Bulevar Kralja Aleksandra ,68,3.5,VIII,8,115000,1691,Standard,20.01.2021.,Agencija
3910,Beograd Opština Zemun Novi grad Branka Plećaša ,92,4.0,VPR,1,87000,946,Standard,21.01.2021.,Agencija
3911,Beograd Opština Palilula Tašmajdan Svetozara Markovića ,99,3.0,I,6,298000,3010,Standard,21.01.2021.,Agencija
3912,Beograd Opština Čukarica Banovo brdo Orfelinova ,160,5,II,3,256143,1601,Standard,22.01.2021.,Agencija
3913,Beograd Opština Zvezdara Denkova bašta Velikomoravska ,59,3.0,IV,4,86000,1458,Standard,21.01.2021.,Agencija
3914,Beograd Opština Novi Beograd Bežanijska kosa 3 Viktora Novaka ,73,3.0,VPR,4,117000,1603,Standard,22.01.2021.,Agencija
3915,Beograd Opština Savski venac Humska Oblakovska ,76,2.0,,,81000,1066,Standard,22.01.2021.,Agencija
3916,Beograd Opština Palilula Centar Albanske spomenice ,28,1.0,,,55000,1964,Standard,20.01.2021.,Agencija
3917,Beograd Opština Zemun Gornji grad Alaska ,48,1.5,I,2,83000,1729,Standard,21.01.2021.,Agencija
3918,Beograd Opština Zvezdara Vukov Spomenik Ruzveltova ,24,1.0,PR,5,55000,2292,Standard,21.01.2021.,Agencija
3919,Beograd Opština Zemun Gornji grad Alaska ,60,3.0,I,4,82000,1367,Standard,21.01.2021.,Agencija
3920,Beograd Opština Voždovac Vojvode Stepe Vojvode Stepe ,65,3.0,II,2,106900,1645,Standard,22.01.2021.,Agencija
3921,Beograd Opština Voždovac Vojvode Stepe Vojvode Stepe ,66,3.0,II,2,108900,1650,Standard,22.01.2021.,Agencija
3922,Beograd Opština Zvezdara Kluz Matice Srpske ,57,2.0,II,6,90000,1579,Standard,20.01.2021.,Agencija
3923,Beograd Opština Novi Beograd Blok 22 Antifašističke borbe ,54,2.0,VII,7,112000,2074,Standard,20.01.2021.,Agencija
3924,Beograd Opština Palilula Karaburma Patrisa Lumumbe ,42,2.0,IV,4,62000,1476,Standard,20.01.2021.,Agencija
3925,Beograd Opština Novi Beograd Blok 23 Milentija Popovića ,35,1.0,V,5,79500,2271,Standard,20.01.2021.,Agencija
3926,Beograd Opština Stari grad Skadarlija Bulevar Despota Stefana ,31,2.0,I,4,126900,4094,Standard,21.01.2021.,Agencija
3927,Beograd Opština Palilula Botanička bašta Bulevar despota Stefana ,56,2.0,VIII,13,105000,1875,Standard,21.01.2021.,Agencija
3928,Beograd Opština Novi Beograd Blok 29 Bulevar Zorana Đinđića ,60,2.0,I,7,109900,1832,Standard,22.01.2021.,Agencija
3929,Beograd Opština Vračar Crveni krst  ,60,2.0,II,4,130000,2167,Standard,20.01.2021.,Agencija
3930,Beograd Opština Rakovica Vidikovac Vidikovački venac ,65,3.5,XIII,15,79900,1229,Standard,20.01.2021.,Agencija
3931,Beograd Opština Novi Beograd Blok 38 Omladinskih brigada ,77,4.0,VI,8,130000,1688,Standard,20.01.2021.,Agencija
3932,Beograd Opština Zvezdara Lion Stanislava Sremčevića ,75,4.0,II,4,149200,1989,Standard,21.01.2021.,Agencija
3933,Beograd Opština Zemun Batajnica Dalmatinske zagore ,71,2.5,,,65000,915,Standard,21.01.2021.,Agencija
3934,Beograd Opština Zvezdara Cvetanova ćuprija Generala Božidara Jankovića ,37,1.5,IV,4,55000,1486,Standard,22.01.2021.,Agencija
3935,Beograd Opština Savski venac Beograd na vodi Hercegovačka ,145,5,XXII,23,539000,3717,Standard,21.01.2021.,Agencija
3936,Beograd Opština Savski venac Beograd na vodi Hercegovačka ,82,3.0,XX,23,283000,3451,Standard,21.01.2021.,Agencija
3937,Beograd Opština Savski venac Beograd na vodi Hercegovačka ,91,3.0,,,716000,7868,Standard,21.01.2021.,Agencija
3938,Beograd Opština Savski venac Beograd na vodi Hercegovačka ,139,4.0,XV,23,662000,4763,Standard,21.01.2021.,Agencija
3939,Beograd Opština Palilula Karaburma Pere Ćetkovića ,52,2.0,IV,4,65000,1250,Standard,21.01.2021.,Agencija
3940,Beograd Opština Voždovac Hotel M Bilećka ,74,3.0,III,3,110000,1486,Standard,12.02.2021.,Agencija
3941,Beograd Opština Palilula Centar Ilije Garašanina ,41,1.5,VPR,4,112000,2732,Standard,12.02.2021.,Agencija
3942,Beograd Opština Palilula Palilulska pijaca Ilije Garašanina ,41,1.5,VPR,4,112000,2732,Standard,12.02.2021.,Agencija
3943,Beograd Opština Palilula Mašinski fakultet Ilije Garašanina ,41,1.5,VPR,4,112000,2732,Standard,12.02.2021.,Agencija
3944,Beograd Opština Vračar Cvetni trg Beogradska ,92,3.0,III,6,215000,2337,Standard,12.02.2021.,Agencija
3945,Beograd Opština Vračar Beogradska Beogradska ,92,3.0,III,6,215000,2337,Standard,12.02.2021.,Agencija
3946,Beograd Opština Vračar Krunska Beogradska ,92,3.0,III,6,215000,2337,Standard,12.02.2021.,Agencija
3947,Beograd Opština Novi Beograd Blok 30 (B92) Spanskih boraca ,130,5.0,V,5,205000,1577,Standard,12.02.2021.,Agencija
3948,Beograd Opština Vračar Beogradska Smiljanićeva ,56,2.0,II,5,139000,2482,Standard,12.02.2021.,Agencija
3949,Beograd Opština Savski venac Nemanjina Smiljanićeva ,56,2.0,II,5,139000,2482,Standard,12.02.2021.,Agencija
3950,Beograd Opština Savski venac Svetozara Markovića Smiljanićeva ,56,2.0,II,5,139000,2482,Standard,12.02.2021.,Agencija
3951,Beograd Opština Zvezdara Denkova bašta Mis Irbijeve ,124,4.0,IV,4,180000,1452,Standard,12.02.2021.,Agencija
3952,Beograd Opština Stari grad Centar Skender-Begova ,125,4.0,IV,5,362500,2900,Standard,12.02.2021.,Agencija
3953,Beograd Opština Novi Beograd Blok 70a Dr Agostina Neta ,66,2.0,IV,8,115000,1742,Standard,18.01.2021.,Agencija
3954,Beograd Opština Savski venac Klinički centar Resavska ,77,3.0,II,6,184800,2400,Standard,24.01.2021.,Agencija
3955,Beograd Opština Palilula Tašmajdan 27 Marta ,95,4.0,VI,17,203000,2137,Standard,24.01.2021.,Agencija
3956,Beograd Opština Novi Beograd Blok 45 (TC Enjub) Dr Ivana Ribara ,46,1.5,I,4,81000,1761,Standard,18.01.2021.,Agencija
3957,Beograd Opština Vračar Bulevar kralja Aleksandra Bulevar Kralja Aleksandra ,91,3.5,V,6,239500,2632,Standard,23.01.2021.,Agencija
3958,Beograd Opština Vračar Hram svetog Save Kneginje Zorke ,48,2.0,IV,5,130000,2708,Standard,19.01.2021.,Agencija
3959,Beograd Opština Palilula Višnjička Banja Darinke Jevrić ,32,1.0,III,3,39000,1219,Standard,20.01.2021.,Agencija
3960,Beograd Opština Zemun Batajnica Centar ,4650,2.0,III,3,51150,1100,Standard,20.01.2021.,Agencija
3961,Beograd Opština Zemun Ugrinovačka Banijska ,50,1.0,PSUT,3,60000,1200,Standard,22.01.2021.,Agencija
3962,Beograd Opština Voždovac Medaković 2 Rastka Petrovica ,87,4.0,I,1,86000,989,Standard,22.01.2021.,Agencija
3963,Beograd Opština Palilula Ruzveltova Vojvode Vuka ,52,2.5,I,1,88280,1698,Standard,20.01.2021.,Agencija
3964,Beograd Opština Savski venac Beograd na vodi Hercegovačka ,61,2.0,VIII,19,260000,4262,Standard,22.01.2021.,Agencija
3965,Beograd Opština Vračar Slavija Kralja Milutina ,53,2.0,PR,4,100000,1887,Standard,25.01.2021.,Agencija
3966,Beograd Opština Stari grad Dorćol Visokog Stevana ,91,3.0,VPR,5,197000,2165,Standard,18.01.2021.,Agencija
3967,Beograd Opština Stari grad Terazije Prizrenska ,28,0.5,VI,7,92000,3286,Standard,19.01.2021.,Agencija
3968,Beograd Opština Novi Beograd Blok 28 Milutina Milankovića ,119,4.0,IX,10,185000,1555,Standard,25.01.2021.,Agencija
3969,Beograd Opština Vračar Cvetni trg Misarska ,87,3.5,III,4,220000,2529,Standard,20.01.2021.,Agencija
3970,Beograd Opština Zvezdara Mirijevo 16. oktobra ,126,5.0,III,4,138000,1095,Standard,18.01.2021.,Agencija
3971,Beograd Opština Savski venac Beograd na vodi Hercegovacka ,55,2.0,XXII,30,225000,4091,Standard,18.01.2021.,Agencija
3972,Beograd Opština Zvezdara Mirijevo Matice Srpske ,86,4.0,III,3,99000,1151,Standard,18.01.2021.,Agencija
3973,Beograd Opština Zvezdara Mirijevo Matice Srpske ,63,2.5,VPR,3,74600,1184,Standard,19.01.2021.,Agencija
3974,Beograd Opština Zvezdara Mirijevo Matice Srpske ,87,4.0,,,99000,1138,Standard,19.01.2021.,Agencija
3975,Beograd Opština Zemun Centar Miroslava Tirsa ,75,3.0,I,4,121000,1613,Standard,25.01.2021.,Agencija
3976,Beograd Opština Voždovac Trošarina Trošarina ,64,3.0,I,8,121050,1891,Standard,22.01.2021.,Agencija
3977,Beograd Opština Voždovac Trošarina Trošarina ,64,3.0,IV,8,125312,1958,Standard,22.01.2021.,Agencija
3978,Beograd Opština Voždovac Trošarina Trošarina ,64,3.0,II,8,125312,1958,Standard,22.01.2021.,Agencija
3979,Beograd Opština Voždovac Trošarina Trošarina ,64,3.0,VI,8,125312,1958,Standard,22.01.2021.,Agencija
3980,Beograd Opština Voždovac Trošarina Trošarina ,7857,4.0,III,8,151247,1925,Standard,22.01.2021.,Agencija
3981,Beograd Opština Vračar Slavija Njegoseva ,82,3.0,VPR,4,220000,2683,Standard,20.01.2021.,Agencija
3982,Beograd Opština Vračar Krunska Resavska ,104,3.5,IV,6,255000,2452,Standard,18.01.2021.,Agencija
3983,Beograd Opština Zemun Save Kovačevića Dragana Rakica ,47,1.5,PR,3,65800,1400,Standard,20.01.2021.,Agencija
3984,Beograd Opština Zemun Gornji grad Rade Koncara ,58,2.0,I,3,112000,1931,Standard,18.01.2021.,Agencija
3985,Beograd Opština Stari grad Dorćol Kapetan Misina ,23,0.5,III,6,75000,3261,Standard,25.01.2021.,Agencija
3986,Beograd Opština Vračar Krunska Molerova ,63,2.0,,,138880,2204,Standard,25.01.2021.,Agencija
3987,Beograd Opština Novi Beograd Fontana Pariske komune ,36,1.5,V,8,86800,2411,Standard,19.01.2021.,Agencija
3988,Beograd Opština Vračar Cvetni trg Njegoseva ,92,3.5,III,3,193000,2098,Standard,21.01.2021.,Agencija
3989,Beograd Opština Novi Beograd Blok 28 Spanskih boraca ,82,3.0,I,4,180000,2195,Standard,23.01.2021.,Agencija
3990,Beograd Opština Zemun Save Kovačevića Novogradska ,47,2.5,III,5,86700,1845,Standard,24.01.2021.,Agencija
3991,Beograd Opština Voždovac Autokomanda Esad Pašina ,41,2.5,PR,3,78900,1924,Standard,24.01.2021.,Agencija
3992,Beograd Opština Novi Beograd Hotel Jugoslavija Dzona Kenedija ,72,3.0,II,8,146000,2028,Standard,25.01.2021.,Agencija
3993,Beograd Opština Vračar Crveni krst Metohijska ,109,4.0,I,5,199000,1826,Standard,17.01.2021.,Agencija
3994,Beograd Opština Zemun Karađorđev trg Karadjordjeva ,126,3.0,II,4,252000,2000,Standard,26.01.2021.,Agencija
3995,Beograd Opština Zemun Batajnica Centar ,51,2.5,I,3,57000,1118,Standard,10.02.2021.,Agencija
3996,Beograd Opština Zemun Donji grad Dubrovacka ,51,2.0,I,4,102000,2000,Standard,29.01.2021.,Agencija
3997,Beograd Opština Vračar Slavija Alekse Nenadovica ,102,4.0,III,3,184000,1804,Standard,02.02.2021.,Agencija
3998,Beograd Opština Novi Beograd Fontana Narodnih heroja ,71,3.0,III,6,135000,1901,Standard,01.02.2021.,Agencija
3999,Beograd Opština Zemun Ugrinovačka Banijska ,115,5.0,II,3,199000,1730,Standard,02.02.2021.,Agencija
4000,Beograd Opština Vračar Čubura Dubljanska ,62,2.5,VPR,3,134500,2169,Standard,04.02.2021.,Agencija
4001,Beograd Opština Voždovac Banjica Crnotravska ,75,2.0,XXI,23,90000,1200,Standard,05.02.2021.,Agencija
4002,Beograd Opština Savski venac Senjak Kralja Vukašina ,60,3.0,PR,2,79000,1317,Standard,05.02.2021.,Agencija
4003,Beograd Opština Vračar Neimar Ustanicka ,90,3.5,I,2,152000,1689,Standard,05.02.2021.,Agencija
4004,Beograd Opština Novi Beograd Hotel Jugoslavija Bulevar Mihaila Pupina ,126,4.0,VI,7,358800,2848,Standard,26.01.2021.,Agencija
4005,Beograd Opština Savski venac Dedinje Omladinska ,118,4.0,I,2,195000,1653,Standard,06.02.2021.,Agencija
4006,Beograd Opština Novi Beograd Blok 63 Nehruova ,95,3.0,VI,13,161000,1695,Standard,06.02.2021.,Agencija
4007,Beograd Opština Zvezdara Konjarnik Olge Alkalaj ,55,2.5,I,5,100000,1818,Standard,07.02.2021.,Agencija
4008,Beograd Opština Zemun Gornji grad Cara Dušana ,116,4.0,II,2,139000,1198,Standard,08.02.2021.,Agencija
4009,Beograd Opština Vračar Čubura Svetolika Rankovica ,90,3.5,III,5,207000,2300,Standard,09.02.2021.,Agencija
4010,Beograd Opština Savski venac Klinički centar Resavska ,66,2.5,I,8,160000,2424,Standard,09.02.2021.,Agencija
4011,Beograd Opština Vračar Čubura Sazonova ,78,2.5,I,4,195000,2500,Standard,09.02.2021.,Agencija
4012,Beograd Opština Novi Beograd Paviljoni Otona Župančića ,71,3.0,VI,6,99000,1394,Standard,09.02.2021.,Agencija
4013,Beograd Opština Novi Beograd Bežanijska kosa 1 Partizanske Avijacije ,120,3.0,III,3,254900,2124,Standard,26.01.2021.,Agencija
4014,Beograd Opština Stari grad Knez Mihailova Uskočka ,74,4.0,II,5,285000,3851,Standard,26.01.2021.,Agencija
4015,Beograd Opština Zvezdara Đeram pijaca Vojvode Savatija ,59,2.0,VI,6,125000,2119,Standard,26.01.2021.,Agencija
4016,Beograd Opština Savski venac Dedinje Pivljanina Baje ,133,4.0,II,3,310000,2331,Standard,27.01.2021.,Agencija
4017,Beograd Opština Vračar Južni bulevar Vardarska ,50,2.5,PR,4,60000,1200,Standard,28.01.2021.,Agencija
4018,Beograd Opština Zvezdara Učiteljsko naselje Mis Irbijeve ,124,4.0,III,4,185000,1492,Standard,29.01.2021.,Agencija
4019,Beograd Opština Stari grad Dorćol Gospodar Jevremova ,116,4.5,VPR,2,299999,2586,Standard,07.02.2021.,Agencija
4020,Beograd Opština Zemun Donji grad Prilaz ,161,5.0,I,2,250000,1553,Standard,11.02.2021.,Agencija
4021,Beograd Opština Stari grad Dorćol Sibinjanin Janka ,147,4.5,II,2,360000,2449,Standard,25.01.2021.,Agencija
4022,Beograd Opština Vračar Čubura Cara Nikolaja II ,54,2.0,III,4,145000,2685,Standard,09.02.2021.,Agencija
4023,Beograd Opština Zemun Centar Majakovskog ,81,4.0,PR,1,125000,1543,Standard,05.02.2021.,Agencija
4024,Beograd Opština Savski venac Dedinje Miloja Djaka ,98,4.0,VPR,4,279999,2857,Standard,11.02.2021.,Agencija
4025,Beograd Opština Rakovica Resnik 4. Aprila ,52,2.5,III,3,41000,788,Standard,03.02.2021.,Agencija
4026,Beograd Opština Rakovica Resnik 4. Aprila ,61,2.0,II,3,51500,844,Standard,03.02.2021.,Agencija
4027,Beograd Opština Rakovica Kanarevo brdo Srpskih Udarnih Brigada ,75,3.0,IV,4,72000,960,Standard,08.02.2021.,Agencija
4028,Beograd Opština Rakovica Kanarevo brdo Srpskih udarnih brigada ,89,3.0,IV,4,83000,933,Standard,04.02.2021.,Agencija
4029,Beograd Opština Zvezdara Mirijevo Matice Srpske ,146,3.0,V,5,270000,1849,Standard,11.02.2021.,Agencija
4030,Beograd Opština Zvezdara Konjarnik Bulevar Kralja Aleksandra ,117,4.0,VII,7,210000,1795,Standard,08.02.2021.,Agencija
4031,Beograd Opština Zvezdara Cvetkova pijaca Podujevska ,49,2.0,I,5,91518,1868,Standard,08.02.2021.,Agencija
4032,Beograd Opština Savski venac Senjak Kursumlijska ,9631,3.0,II,2,193721,2011,Standard,09.02.2021.,Agencija
4033,Beograd Opština Savski venac Senjak Kursumlijska ,10053,3.0,I,4,270928,2695,Standard,09.02.2021.,Agencija
4034,Beograd Opština Voždovac Lekino brdo Veselina Maslese ,96,3.0,V,5,176651,1840,Standard,09.02.2021.,Agencija
4035,Beograd Opština Zvezdara Cvetkova pijaca Podujevska ,5726,2.5,III,5,107226,1873,Standard,11.02.2021.,Agencija
4036,Beograd Opština Zvezdara Cvetkova pijaca Podujevska ,5734,2.5,II,5,107226,1870,Standard,11.02.2021.,Agencija
4037,Beograd Opština Savski venac Senjak Kursumlijska ,7844,2.0,SUT,4,128150,1634,Standard,11.02.2021.,Agencija
4038,Beograd Opština Zvezdara Cvetkova pijaca Podujevska ,4894,2.0,IV,5,91518,1870,Standard,11.02.2021.,Agencija
4039,Beograd Opština Zvezdara Cvetkova pijaca Podujevska ,5734,2.5,IV,5,107226,1870,Standard,11.02.2021.,Agencija
4040,Beograd Opština Vračar Crveni krst Sumatovacka ,3365,0.5,PR,5,75583,2246,Standard,11.02.2021.,Agencija
4041,Beograd Opština Vračar Crveni krst Sumatovacka ,8489,3.0,V,5,196096,2310,Standard,11.02.2021.,Agencija
4042,Beograd Opština Novi Beograd Hotel Jugoslavija Džona Kenedija ,70,3.0,VPR,8,135000,1929,Standard,10.02.2021.,Agencija
4043,Beograd Opština Zemun Ugrinovačka Banijska ,44,1.5,,,54000,1227,Standard,10.02.2021.,Agencija
4044,Beograd Opština Stari grad Atelje 212 Svetogorska ,107,3.0,V,6,250000,2336,Standard,27.01.2021.,Agencija
4045,Beograd Opština Novi Beograd Blok 61 Dusana Vukasovica ,84,3.5,XV,17,129000,1536,Standard,31.01.2021.,Agencija
4046,Beograd Opština Zemun Donji grad Borcanska ,57,2.5,I,1,80000,1404,Standard,31.01.2021.,Agencija
4047,Beograd Opština Zemun Centar Dr Milosa Radojcica ,48,2.0,III,4,85000,1771,Standard,05.02.2021.,Agencija
4048,Beograd Opština Zemun Save Kovačevića Mica Radakovica ,58,2.0,X,11,79500,1371,Standard,10.02.2021.,Agencija
4049,Beograd Opština Vračar Čubura Brace Radovanovic ,74,4.0,III,3,140000,1892,Standard,10.02.2021.,Agencija
4050,Beograd Opština Zemun Gornji grad Alaska ,72,3.5,I,2,124560,1730,Standard,10.02.2021.,Agencija
4051,Beograd Opština Zemun Batajnica Brace Savic ,66,3.0,I,1,50000,758,Standard,30.01.2021.,Agencija
4052,Beograd Opština Voždovac Vojvode Stepe Jove Ilica ,34,1.5,VPR,4,75000,2206,Standard,09.02.2021.,Agencija
4053,Beograd Opština Novi Beograd Blok 45 (TC Enjub) Jurija Gagarina ,45,2.0,II,7,85000,1889,Standard,26.01.2021.,Agencija
4054,Beograd Opština Savski venac Beograđanka Resavska ,125,5.0,IV,5,499000,3992,Standard,26.01.2021.,Agencija
4055,Beograd Opština Zemun Marija Bursać Vinarska ,76,3.5,PR,1,55000,724,Standard,08.02.2021.,Agencija
4056,Beograd Opština Stari grad Dorćol Venizelosova ,72,2.5,IV,6,156000,2167,Standard,02.02.2021.,Agencija
4057,Beograd Opština Savski venac Dedinje Mihaila Avramovica ,67,2.0,I,3,142800,2131,Standard,07.02.2021.,Agencija
4058,Beograd Opština Zemun Gornji grad Tršćanska ,77,3.0,II,4,140000,1818,Standard,02.02.2021.,Agencija
4059,Beograd Opština Zemun Prvomajska Hercegovacka ,66,2.5,I,3,117000,1773,Standard,26.01.2021.,Agencija
4060,Beograd Opština Novi Beograd Bežanijska kosa 2 Pedje Milosavljevica ,120,3.5,VPR,6,179800,1498,Standard,12.02.2021.,Agencija
4061,Beograd Opština Novi Beograd Blok 63 Jurija Gagarina ,72,3.0,III,7,196000,2722,Standard,12.02.2021.,Agencija
4062,Beograd Opština Palilula Višnjička Banja Slanački put ,65,3.0,PR,2,71500,1100,Standard,12.02.2021.,Agencija
4063,Beograd Opština Novi Beograd Blok 63 Jurija Gagarina ,72,3.0,III,7,196000,2722,Standard,12.02.2021.,Agencija
4064,Beograd Opština Palilula Višnjička Banja Slanački put ,65,3.0,PR,2,71500,1100,Standard,12.02.2021.,Agencija
4065,Beograd Opština Palilula Višnjička Banja Slanački put ,55,2.0,PR,2,60500,1100,Standard,12.02.2021.,Agencija
4066,Beograd Opština Zvezdara Mirijevo Vitezova Karađorđeve zvezde ,45,1.5,I,4,54600,1213,Standard,12.02.2021.,Agencija
4067,Beograd Opština Zemun Gornji grad Branka Pesica ,67,3.0,I,3,110000,1642,Standard,12.02.2021.,Agencija
4068,Beograd Opština Zemun Zemun polje Olge Petrov ,81,3.0,II,2,59000,728,Standard,12.02.2021.,Vlasnik
4069,Beograd Opština Vračar Hram svetog Save Patrijarha Varnave ,42,1.5,VPR,4,140000,3333,Standard,26.01.2021.,Agencija
4070,Beograd Opština Zemun Gornji grad Cara Dušana ,64,2.0,IV,6,89500,1398,Standard,01.02.2021.,Agencija
4071,Beograd Opština Vračar Hram svetog Save Sokolska ,36,0.5,VPR,4,85000,2361,Standard,01.02.2021.,Agencija
4072,Beograd Opština Vračar Južni bulevar Braće Radovanovića ,75,4.0,III,3,140000,1867,Standard,01.02.2021.,Agencija
4073,Beograd Opština Vračar Kalenić pijaca Tomaša Ježa ,99,3.0,I,5,265000,2677,Standard,04.02.2021.,Agencija
4074,Beograd Opština Palilula Krnjača Zrenjaninski put ,52,2.5,IV,5,58000,1115,Standard,05.02.2021.,Agencija
4075,Beograd Opština Zemun Novi grad Makedonska ,63,2.0,III,3,85000,1349,Standard,12.02.2021.,Agencija
4076,Beograd Opština Novi Beograd Blok 45 (TC Enjub) Jurija Gagarina ,66,2.0,IV,6,115500,1750,Standard,12.02.2021.,Agencija
4077,Beograd Opština Zemun Save Kovačevića Mice Radakovica ,58,2.0,X,11,79500,1371,Standard,12.02.2021.,Agencija
4078,Beograd Opština Novi Beograd Blok 67 (Belvil) Jurija Gagarina ,52,2.0,VII,10,130000,2500,Standard,12.02.2021.,Agencija
4079,Beograd Opština Vračar Krunska Resavska ,86,3.0,II,3,280000,3256,Standard,12.02.2021.,Agencija
